,AAPL,NVDA,GOOGL
2024-11-25,,,
2024-11-26,0.009404412856080846,0.006616731288063171,0.00876827394130042
2024-11-27,-0.0005529641519469441,-0.01153967447278148,0.0006505791141901973
2024-11-29,0.010215792951195457,0.021501507990381086,-0.0016545971037940088
2024-12-02,0.009522507995701979,0.0027485839482299657,0.015034072519980457
2024-12-03,0.012771867115465074,0.011758020868576802,-0.0008747545896911069
2024-12-04,0.0014836351011882076,0.034792525555134235,0.017684117801330945
2024-12-05,0.00012343733038799876,-0.0004823765357414578,-0.009921477238348686
2024-12-06,-0.0008228980592773771,-0.01806149918007971,0.011990368289357622
2024-12-09,0.01610113369169741,-0.02548453511041293,0.004928100938960345
2024-12-10,0.004133691965561459,-0.026943168111955185,0.05588178322740789
2024-12-11,-0.005166057367437582,0.031391002506208965,0.05524656109781634
2024-12-12,0.005963782512502069,-0.014141037449093896,-0.017604894218724465
2024-12-13,0.0006855969985304355,-0.022498892624467803,-0.011148211917466622
2024-12-16,0.011727654278264943,-0.01675990292273155,0.03603417460118519
2024-12-17,0.00971957462909434,-0.012196857692458485,-0.0063053325017662365
2024-12-18,-0.021421793232994757,-0.011350545416578761,-0.035922652646088515
2024-12-19,0.007014762949272724,0.013730336903056806,0.0005839020338169743
2024-12-20,0.018815781246231955,0.030762248524884184,0.015383734589243359
2024-12-23,0.003064957795697376,0.03689681224631136,0.016822675221404237
2024-12-24,0.011477986769947268,0.0039379685270666265,0.007604164380768941
2024-12-26,0.0031757399493077543,-0.0020682545779533434,-0.0026006008664297697
2024-12-27,-0.013242139752255522,-0.020867528934809587,-0.014519550705452633
2024-12-30,-0.013263384809614531,0.0035033460575160102,-0.007885373715807442
2024-12-31,-0.007057838380193027,-0.023274362158217543,-0.010144266379408795
2025-01-02,-0.02623586583982318,0.029935174947178123,0.0006866601685588947
2025-01-03,-0.0020094911038737173,0.04453765099626916,0.012458399135875542
2025-01-06,0.006738916097301262,0.03433230606964521,0.026487304267201583
2025-01-07,-0.01138768025181136,-0.062169597905649465,-0.0070095632669772145
2025-01-08,0.00202290759648438,-0.0002140006756540247,-0.007877759758985192
2025-01-10,-0.0241037419982969,-0.029976311100058384,-0.009847899687767447
2025-01-13,-0.01034414584481358,-0.019719015898715497,-0.00536340834149418
2025-01-14,-0.004778167352123663,-0.01103367218590845,-0.007067684948882991
2025-01-15,0.019675869041915206,0.03400140991541667,0.031055518098997315
2025-01-16,-0.04040007064952389,-0.01959787741939023,-0.013500320457644932
2025-01-17,0.007535172150006986,0.030994989908860404,0.01601773825222086
2025-01-21,-0.031915790534446264,0.02265633026365843,0.010459245161057451
2025-01-22,0.005344902711080568,0.044308894409870625,0.0016157249153934128
2025-01-23,-0.0007594393899229557,0.0010197916582350697,-0.0019660244186467946
2025-01-24,-0.003934610613490985,-0.031245862969203397,0.011263813289986713
2025-01-27,0.031780316097549166,-0.16968165297406834,-0.041955984424610904
2025-01-28,0.03654392712433174,0.08925868490249966,0.018195137901727332
2025-01-29,0.004616868018021192,-0.041010995725330734,0.0005631941897485948
2025-01-30,-0.007394818286547089,0.007679915114519931,0.027941191908293916
2025-01-31,-0.006692131500525944,-0.03674287784916486,0.015681895207056984
2025-02-03,-0.03385592906605628,-0.02840008775682923,-0.013675184431005238
2025-02-04,0.021007846077986114,0.017058085904001485,0.025592634253417623
2025-02-05,-0.0014175581931341608,0.05208599573484074,-0.07292368252242654
2025-02-06,0.0032262426829974267,0.03084180336963427,0.0014110767605435282
2025-02-07,-0.023968797587195723,0.009014586657984713,-0.03267221923357766
2025-02-10,0.0011874113389096497,0.028727780951507853,0.006096900702909025
2025-02-11,0.021831831975231752,-0.005764684199262349,-0.0061670897099743716
2025-02-12,0.018270085918334233,-0.012500106306125303,-0.00922733206087134
2025-02-13,0.01967323848251623,0.031645551205647715,0.013779182076849805
2025-02-14,0.012710708047756869,0.02631391919664594,-0.004888878654322637
2025-02-18,-0.0005315020933959191,0.003961114533224563,-0.00788212352533535
2025-02-19,0.0016361258388950528,-0.0012195457080016459,0.008162498241271798
2025-02-20,0.00392050052050541,0.00632046381564888,-0.0038322980427268893
2025-02-21,-0.0011390267898004902,-0.04053964113609554,-0.02654964296257334
2025-02-24,0.006312383382871323,-0.03087095549146035,-0.0022820506178629074
2025-02-25,-0.0002428315584860341,-0.028016601354401205,-0.021366787045417612
2025-02-26,-0.02704011939380868,0.03672121177534127,-0.015334715598709692
2025-02-27,-0.01273091938670523,-0.08478063562603311,-0.02448896137787293
2025-02-28,0.019131868844441513,0.039700290989980846,0.010563615728706344
2025-03-03,-0.015754202507164528,-0.08693564573326684,-0.019203547898290152
2025-03-04,-0.008822443665799096,0.01692092817627522,0.023411765784263405
2025-03-05,-0.000805297297409524,0.011294082197512711,0.012286506070346759
2025-03-06,-0.0017391268202556764,-0.05737422564780548,-0.003872434656923218
2025-03-07,0.015892551933860855,0.019173365494608907,0.00876126101119823
2025-03-10,-0.04847960193409895,-0.050670038443757504,-0.044857812270654884
2025-03-11,-0.029189374883390795,0.016638671382923187,-0.011032752836799942
2025-03-12,-0.01747872660231309,0.06427593440097956,0.01871507189969801
2025-03-13,-0.03364369478238116,-0.0013824166282918604,-0.026030897530860297
2025-03-14,0.01817060221144473,0.052690772724235835,0.016773233099913964
2025-03-17,0.002388837889784501,-0.01758857219116783,-0.007251200918361067
2025-03-18,-0.006121382059509739,-0.03430103864873846,-0.022034140767539512
2025-03-19,0.011989186652903605,0.01810621112728228,0.02004103719805017
2025-03-20,-0.005296311389961117,0.008594277896195823,-0.006650791995090222
2025-03-21,0.019476821228993524,-0.00700244218990731,0.0073095880673679225
2025-03-24,0.011270364087025753,0.031520885292299905,0.02250131519296361
2025-03-25,0.013681927390928106,-0.005930320618171225,0.017175663536167063
2025-03-26,-0.00992178029012214,-0.05741985409452688,-0.032246762669453255
2025-03-27,0.010472734480756252,-0.020481692951346053,-0.01708468593388679
2025-03-28,-0.026580409994609533,-0.015794689443281995,-0.04875499695340768
2025-03-31,0.019412605542204586,-0.011762587510431133,0.002008736030050473
2025-04-01,0.004771951175297495,0.016331408871262276,0.015714035969666584
2025-04-02,0.00313635061160511,0.002451203829599846,-0.00019119738530759545
2025-04-03,-0.09245617749533397,-0.07806553577742859,-0.04024452239856835
2025-04-04,-0.07288733474248388,-0.07357565530166099,-0.03397016443224221
2025-04-07,-0.03673428915114274,0.03530901884287374,0.00789835063854305
2025-04-08,-0.04981818543870231,-0.013723776613149163,-0.013969392726792318
2025-04-09,0.15328860338175065,0.18722734161151489,0.09682114657847318
2025-04-10,-0.04239385731920353,-0.05912707353705149,-0.03711182577731187
2025-04-11,0.040594485559310556,0.03123543860990652,0.028268500323638923
2025-04-14,0.022054050996684893,-0.0019832181718143493,0.012282075841008266
2025-04-15,-0.0018764476411760045,0.013458605962924697,-0.017350831527587207
2025-04-16,-0.0389333647218012,-0.06871657979487544,-0.019064597629344093
2025-04-17,0.013949632775603904,-0.028710916248660956,-0.014152556410525152
2025-04-21,-0.01939280333250215,-0.045127508275239814,-0.023088123515391357
2025-04-22,0.0340650774735225,0.020431255555844352,0.02573311428110503
2025-04-23,0.024331588268553084,0.03862877687705457,0.025615604314045415
2025-04-24,0.018426216744764412,0.036218443438834624,0.0252976956522295
2025-04-25,0.004367192781353779,0.04303310877209787,0.016825681534806458
2025-04-28,0.004109335285442661,-0.02053878781642582,-0.008335423766626215
2025-04-29,0.005091876364272663,0.0026671504207291807,-0.0028017020806646586
2025-04-30,0.0061076408542186655,-0.0009172243677783021,-0.008491542112051276
2025-05-01,0.0038588679064202047,0.024697003047237986,0.01574310476064844
2025-05-02,-0.03736178537402268,0.025893777340082025,0.01692495815377404
2025-05-05,-0.03145842645609831,-0.005938881460677781,0.0010972960708206525
2025-05-06,-0.0019106952436467317,-0.002459988236033883,-0.005967939991706861
2025-05-07,-0.011384769833375663,0.031002262560666072,-0.07259690646118644
2025-05-08,0.0063184946335548275,0.002648266209549277,0.019156989047463657
2025-05-09,0.005266076204561099,-0.006134513449693735,-0.009916900933273798
2025-05-12,0.0631462266329994,0.054436382368091785,0.03738132891593304
2025-05-13,0.010152256278603833,0.05634142002011444,0.006752478285749097
2025-05-14,-0.0028178284904083473,0.041637787832564666,0.03660744872081678
2025-05-15,-0.004144455183460405,-0.0037682699470013015,-0.008526283757674946
2025-05-16,-0.0008985807760553133,0.004227566230946556,0.01360086545366368
2025-05-19,-0.011739103087880398,0.0012555708914034902,0.0021059870241977308
2025-05-20,-0.009196227967492532,-0.008777862303089301,-0.015371723099278034
2025-05-21,-0.023059151208633444,-0.01919921813560177,0.0279303249242564
2025-05-22,-0.003612269777481525,0.007814918860036713,0.013704228372539706
2025-05-23,-0.03024421041472658,-0.011593795625301828,-0.014045691653778114
2025-05-27,0.0252982519087801,0.03206631904936086,0.02629545367495023
2025-05-28,0.0010488493588676207,-0.0050921217568175026,-0.0031231870215505664
2025-05-29,-0.002345059699954133,0.032490219098310735,-0.002900893316164055
2025-05-30,0.004501165153201203,-0.0291687941278016,-0.0006982612689385714
2025-06-02,0.0042319709002895944,0.016650581167249268,-0.01577964043620894
2025-06-03,0.007783811173800226,0.02795160251329598,-0.01686099732148727
2025-06-04,-0.002213711137626917,0.004956867043901525,0.011252973555199386
2025-06-05,-0.010797728543074925,-0.013599149821945877,0.0009521227998197102
2025-06-06,0.016398234140678536,0.012357914021787986,0.032518826399511314
2025-06-09,-0.012112531599563048,0.006421192357627836,0.01510348623055191
2025-06-10,0.006056021902935083,0.009324835355968286,0.014254129386131131
2025-06-11,-0.01919373183369144,-0.007780565515463356,-0.006998897152289407
2025-06-12,0.0021128663073402,0.015192875966922648,-0.009303656153099471
2025-06-13,-0.013805194198080128,-0.020896564410876506,-0.005862285914259191
2025-06-16,0.010028022576847206,0.019158991966676142,0.012022704666561301
2025-06-17,-0.014010737856372857,-0.003939518675062925,-0.004638839332885669
2025-06-18,0.004804711390223648,0.009436588326663609,-0.01494737107073274
2025-06-20,0.022484522595249024,-0.011204221179341944,-0.03854148767904275
2025-06-23,0.002487626530422782,0.002224503655632759,-0.008701366307523717
2025-06-24,-0.0059553368706062315,0.025872182622140638,0.009564803520047294
2025-06-25,0.006290573788700682,0.043340194157648115,0.023445390718201953
2025-06-26,-0.0027784006959959973,0.004601133867798479,0.01675646127947905
2025-06-27,0.0003980202448676806,0.017610611785741304,0.028754230634041145
2025-06-30,0.020340156705265455,0.0015214185022018878,-0.012882979672595218
2025-07-01,0.01291615425542747,-0.029685373444153784,-0.002213086319032609
2025-07-02,0.022230762139012317,0.02576640912401551,0.015923582922107826
2025-07-03,0.00522506774348952,0.013290887733134138,0.004982093956777733
2025-07-07,-0.016857955249283796,-0.006903425874769886,-0.015262058445122517
2025-07-08,0.00028578971805215403,0.01112235955220875,-0.013745106583103461
2025-07-09,0.00538068961510163,0.01799999599434221,0.012961687697069735
2025-07-10,0.006014977043711456,0.007490231782154355,0.005661835122193759
2025-07-11,-0.005884853456365136,0.004996907154757091,0.01446917662459013
2025-07-14,-0.01202881464197092,-0.005153971450429062,0.007602992953269938
2025-07-15,0.0023488288655426626,0.040409468627178535,0.002423519418564002
2025-07-16,0.00502133715468478,0.0039250466013800445,0.00532966056423767
2025-07-17,-0.0006662490332222104,0.009511613744672687,0.0033338600266250573
2025-07-18,0.005523280640275852,-0.0034103992656315807,0.00806182982389525
2025-07-21,0.006155827878369324,-0.005974107010490393,0.027234470780260978
2025-07-22,0.0090362347501034,-0.025382232472884958,0.006522880816912213
2025-07-23,-0.001166074880693091,0.022451043366986,-0.005801195087693611
2025-07-24,-0.0018212004700020046,0.017332274087179744,0.0101981627314498
2025-07-25,0.0005614633154649162,-0.0013813961041784228,0.005255746356593649
2025-07-28,0.0007948587409902785,0.018731989106281377,-0.00310587511308269
2025-07-29,-0.012987668901023652,-0.00701563995343113,0.016460653729744257
2025-07-30,-0.010507862911703691,0.021423415612506602,0.003984721165483096
2025-07-31,-0.007079609380583052,-0.0078095147785869345,-0.02355877991784605
2025-08-01,-0.025003594915492977,-0.02333164124835896,-0.014434561707329485
2025-08-04,0.004792936108565904,0.03615013766361175,0.031248294135184373
2025-08-05,-0.0021146353111312077,-0.009666733498278846,-0.001896995776040522
2025-08-06,0.05090679602505532,0.006507394244785081,0.007294320092593232
2025-08-07,0.031793629657992595,0.007524277913753652,0.002192925408914803
2025-08-08,0.04235791290787305,0.01067652067844116,0.024933814520254227
2025-08-11,-0.008337431911761617,-0.003503037563961864,-0.0020851554748789747
2025-08-12,0.010872426196794072,0.006042003347467295,0.011641775508102858
2025-08-13,0.016024457949132653,-0.008571763966649049,-0.006786597929936633
2025-08-14,-0.0023571835446725142,0.0023679810043872873,0.004852378555552539
2025-08-15,-0.005112168105708581,-0.008625449460479717,0.004730436677749195
2025-08-18,-0.0030225322092916063,0.008645020880647225,-0.0019616729992227855
2025-08-19,-0.001429256279357305,-0.034998013839239506,-0.009483995050079685
2025-08-20,-0.019734624185850147,-0.001366452784833938,-0.011162432582165205
2025-08-21,-0.004911252928377019,-0.0023945644326968107,0.0021573120696150028
2025-08-22,0.012716733406805902,0.017202033480534507,0.031739678470673605
2025-08-25,-0.002634317288807808,0.010225311093573941,0.011645408839101368
2025-08-26,0.00946469850209164,0.010900367670896083,-0.006475164325745242
2025-08-27,0.005145899965004919,-0.0009352065559826706,0.0016413777604888935
2025-08-28,0.008980857430412437,-0.007874516613228466,0.020050189698274323
2025-08-29,-0.0018060207961334562,-0.03324642128304889,0.00600073100443832
2025-09-02,-0.010424709383172748,-0.019519964928560563,-0.007326982143995853
2025-09-03,0.038089871578786294,-0.0009368627758283843,0.09136500745700982
2025-09-04,0.005493288226302795,0.0060954526746064275,0.0071100321220396445
2025-09-05,-0.00037531045761318715,-0.027030183986951672,0.011622895873477201
2025-09-08,-0.007551402650500583,0.007723564088240931,-0.003194408754602418
2025-09-09,-0.014839412310012845,0.0145564601601742,0.02388485625123682
2025-09-10,-0.03225948363240483,0.03847512165898026,-0.0019196540687471675
2025-09-11,0.014286344459361722,-0.0008459798617036496,0.005017338953168027
2025-09-12,0.017562991653877313,0.003668844397986648,0.001788941811812439
2025-09-15,0.011235905200573493,-0.00039369767931174415,0.04489201587040781
2025-09-16,0.006125886829152938,-0.016146245385021074,-0.0017884700415349286
2025-09-17,0.003527257682534257,-0.026246634655319623,-0.006489906271085144
2025-09-18,-0.004644576907642972,0.03494046885675561,0.010018835459584041
2025-09-19,0.03203291306373979,0.0024398131092768782,0.010673342278439968
2025-09-22,0.043095700465100695,0.03928229191902566,-0.008597685422860546
2025-09-23,-0.00644325892472386,-0.028212014146021813,-0.0034451159125369335
2025-09-24,-0.00833236483994404,-0.008182432970958109,-0.01796075739762648
2025-09-25,0.018072960876120314,0.004068493053832389,-0.005462515605930585
2025-09-26,-0.0054890828406448655,0.0028138893192084513,0.0030513854122893314
2025-09-29,-0.004031959845059219,0.02053989343938012,-0.010099741632933035
2025-09-30,0.0007861004710238984,0.026010423804146532,-0.0038926323964876275
2025-10-01,0.003220330351537015,0.003537376222704669,0.007404309945604481
2025-10-02,0.006576638338942287,0.008812186755381202,0.0032258414234824784
2025-10-03,0.0034612513299712155,-0.0067235125023275,-0.0013838427877085335
2025-10-06,-0.0051546117135026215,-0.011086248188821868,0.020705059897664357
2025-10-07,-0.0008180341665524615,-0.002694836790410604,-0.01864791880176797
2025-10-08,0.00616028826380699,0.02199528465138445,-0.004638669495155456
2025-10-09,-0.01557785637436715,0.018296265150970603,-0.012631822416684813
2025-10-10,-0.03452205816262133,-0.04886536482426518,-0.02053571597791637
2025-10-13,0.009744341420789837,0.028172109406748413,0.03204119853569298
2025-10-14,0.00044415864468594357,-0.04402085929536681,0.005324608168161493
2025-10-15,0.006336529564029414,-0.0011109090129327592,0.02273376207143052
2025-10-16,-0.007580006053321764,0.011010374839450998,0.001712974292560121
2025-10-17,0.019559441912186948,0.007755369237354204,0.007317252401032315
2025-10-20,0.03943876231500254,-0.0031656032485013474,0.012830575215377449
2025-10-21,0.0020210237725979407,-0.008103349389427028,-0.023737990133977593
2025-10-22,-0.016440156296572916,-0.00485761131057294,0.004910946636459412
2025-10-23,0.004372103072468825,0.010428249919804289,0.005522664294033808
2025-10-24,0.012481878875396424,0.02250763483915863,0.027027072653673212
2025-10-27,0.02279111912415832,0.028079089125798262,0.03597251116846789
2025-10-28,0.0007068314349076843,0.049819797443545255,-0.006684695162509802
2025-10-29,0.0026023003490212027,0.029896008274039154,0.026545055786114213
2025-10-30,0.006303226049785504,-0.020044407027916655,0.025166636842274936
2025-10-31,-0.0037950967413132863,-0.0019714815796129104,-0.0010302988972668015
2025-11-03,-0.004882213161503057,0.02168007936469052,0.008997470597568835
2025-11-04,0.0036796245826942187,-0.03958817792007252,-0.021782012720963917
2025-11-05,0.0003703577594871277,-0.017514699706973502,0.024392839969867186
2025-11-06,-0.0013697259247742455,-0.03652479195527836,0.0015476150862951954
2025-11-07,-0.004818903572332056,0.000372139859359244,-0.02079021396921643
2025-11-10,0.004548679242277531,0.0579325512031128,0.040418965226070025
2025-11-11,0.021601185771556786,-0.02959055161690649,0.00417094598283585
2025-11-12,-0.006466843884820661,0.003313312163567561,-0.015790759472957605
2025-11-13,-0.0019014480979659965,-0.03581012555274732,-0.028391002662824016
2025-11-14,-0.0019784155368063328,0.01771378330184148,-0.007753898859597652
2025-11-17,-0.018171183658773127,-0.018772635535591387,0.031149326136862943
2025-11-18,-7.473646268785217e-05,-0.028081486183109683,-0.002596274868074233
2025-11-19,0.004187836924032684,0.028451718376399482,0.03000562408866192
2025-11-20,-0.008601420835542606,-0.03152479491810023,-0.011474967998284069
2025-11-21,0.019680714495305063,-0.009743105141622355,0.035273764119848616
